Name,HOF_status,G,PA,HR,R,RBI,SB,AVG,OBP,SLG,wRC+,Off,Def,WAR
Kelly Johnson,not_HOF,1399,5139,155,632,550,87,0.251,0.33,0.422,102,21.5,-6.2,18.3
Sam Chapman,not_HOF,1368,5600,180,754,773,41,0.266,0.342,0.438,103,10.7,-27.3,18.3
Adam Kennedy,not_HOF,1691,6055,80,682,571,179,0.272,0.327,0.384,88,-84.8,63.9,18.3
Jake Stahl,not_HOF,981,3845,31,405,437,178,0.261,0.323,0.382,119,88.8,-48.9,18.2
Rusty Greer,not_HOF,1027,4420,119,643,614,31,0.305,0.387,0.478,120,118.1,-82.4,18.2
Chick Gandil,not_HOF,1147,4723,11,449,557,153,0.277,0.327,0.362,102,11.3,5.8,18.2
Eddie Robinson,not_HOF,1315,4891,172,546,723,10,0.268,0.353,0.44,113,74.9,-60,18.2
Bruce Bochte,not_HOF,1538,5994,100,643,658,43,0.282,0.36,0.396,112,80.2,-99.9,18.2
Jeff Burroughs,not_HOF,1689,6449,240,720,882,16,0.261,0.355,0.439,121,151.1,-192.1,18.2
Royce Clayton,not_HOF,2108,8164,110,935,723,231,0.258,0.312,0.367,76,-244.5,155.4,18.2
Rickie Weeks Jr.,not_HOF,1324,5112,161,733,474,132,0.246,0.344,0.42,106,61,-44.6,18.1
Roberto Kelly,not_HOF,1337,5243,124,687,585,235,0.29,0.337,0.43,106,49.4,-48.4,18.1
Lyn Lary,not_HOF,1302,5424,38,805,526,162,0.269,0.369,0.372,94,-40.7,30.4,18.1
Jimmy Johnston,not_HOF,1377,5628,22,754,410,169,0.294,0.347,0.374,101,5,-17,18.1
Dave Martinez,not_HOF,1919,6480,91,795,580,183,0.276,0.341,0.389,96,-36,-3.8,18.1
Vinny Castilla,not_HOF,1854,7384,320,902,1105,33,0.276,0.321,0.476,91,-112,53.8,18.1
Colby Rasmus,not_HOF,1092,4119,166,536,491,35,0.241,0.31,0.436,102,34,5.6,18
Alexei Ramirez,not_HOF,1371,5505,115,601,590,143,0.27,0.307,0.392,87,-82.5,69.8,18
Candy Nelson,not_HOF,817,3673,3,648,208,68,0.253,0.33,0.299,106,32.2,33.2,17.9
Cleon Jones,not_HOF,1213,4730,93,565,524,91,0.281,0.339,0.404,112,61.5,-56.1,17.9
Ken Henderson,not_HOF,1444,5227,122,595,576,86,0.257,0.343,0.396,106,38,-43.4,17.9
Nick Etten,not_HOF,937,3840,89,426,526,22,0.277,0.371,0.423,127,113.5,-71,17.8
Steve Evans,not_HOF,978,3893,32,478,466,86,0.287,0.374,0.407,124,104.2,-69.7,17.8
Gary Pettis,not_HOF,1183,4237,21,568,259,354,0.236,0.332,0.31,85,-47.5,82.9,17.8
Davy Force,not_HOF,1029,4407,1,653,373,33,0.249,0.276,0.296,85,-78.2,128.2,17.8
Tony Kubek,not_HOF,1092,4494,57,522,373,29,0.266,0.303,0.364,85,-79.3,122.4,17.8
Frank Demaree,not_HOF,1155,4616,72,578,591,33,0.299,0.357,0.415,112,75.9,-38.7,17.8
Danny Richardson,not_HOF,1131,4751,32,676,558,225,0.254,0.301,0.332,85,-114.2,108.6,17.8
Bobby Higginson,not_HOF,1362,5664,187,736,709,91,0.272,0.358,0.455,111,81.5,-93.2,17.8
Eric Karros,not_HOF,1755,7100,284,797,1027,59,0.268,0.325,0.454,108,61.9,-110.6,17.8
Danny Litwhiler,not_HOF,1057,3858,107,428,451,11,0.281,0.342,0.438,116,74.9,-22.7,17.7
Tim Anderson,not_HOF,991,4139,98,552,350,122,0.276,0.307,0.407,93,-14.4,48.2,17.7
Frank LaPorte,not_HOF,1194,4651,15,501,560,101,0.281,0.331,0.377,108,35.9,-22.1,17.7
Hughie Critz,not_HOF,1478,6415,38,832,531,97,0.268,0.303,0.352,75,-223.3,175,17.7
Dewey Creacy,not_HOF,957,3865,85,600,632,51,0.291,0.357,0.44,111,64,-14.5,17.6
Wayne Garrett,not_HOF,1092,3917,61,438,340,38,0.239,0.35,0.341,99,-7.5,46.6,17.6
Jody Davis,not_HOF,1082,3984,127,364,490,7,0.245,0.307,0.403,89,-56.2,97.4,17.6
Yan Gomes,not_HOF,1118,4082,137,443,517,8,0.246,0.295,0.412,89,-65.2,98.2,17.6
Davy Jones,not_HOF,1090,4368,9,643,289,207,0.27,0.356,0.325,107,38.8,-18.8,17.6
Craig Counsell,not_HOF,1623,5488,42,647,390,103,0.255,0.342,0.344,82,-126.6,125.7,17.6
Ronnie Belliard,not_HOF,1484,5641,114,685,601,43,0.273,0.338,0.415,96,-29,23,17.6
Gene Richards,not_HOF,1026,3958,26,502,255,247,0.29,0.357,0.383,113,72.8,-35.4,17.5
Jim Russell,not_HOF,1035,4145,67,554,428,59,0.267,0.36,0.4,109,54.3,-18.7,17.5
Kolten Wong,not_HOF,1189,4283,86,511,405,120,0.256,0.33,0.39,97,10.9,20.3,17.5
Warren Cromartie,not_HOF,1107,4318,61,459,391,50,0.281,0.336,0.402,103,10,19.4,17.5
Pop Smith,not_HOF,1112,4623,24,643,358,169,0.222,0.287,0.313,92,-52.9,69.6,17.5
Bip Roberts,not_HOF,1202,4631,30,663,352,264,0.294,0.358,0.38,103,25.7,-14.3,17.5
Gary Ward,not_HOF,1287,4892,130,594,597,83,0.276,0.328,0.425,104,28.4,-18.6,17.5
Carl Everett,not_HOF,1405,5395,202,707,792,107,0.271,0.341,0.462,107,48.5,-46.8,17.5
Jonathan Schoop,not_HOF,1188,4616,174,557,544,15,0.254,0.293,0.428,93,-41.4,57.5,17.4
Lou Bierbauer,not_HOF,1383,6007,33,819,835,206,0.267,0.301,0.354,83,-183.1,114.9,17.4
Brad Ausmus,not_HOF,1971,7102,80,718,607,102,0.251,0.325,0.344,76,-244.9,185.4,17.4
Mark McLemore,not_HOF,1832,7239,53,943,614,272,0.259,0.349,0.341,86,-120.6,49.9,17.4
Chris Sabo,not_HOF,911,3714,116,494,426,120,0.268,0.326,0.445,110,47.1,-4.1,17.3
Phil Masi,not_HOF,1229,3946,47,420,417,45,0.264,0.344,0.37,98,-5.1,45.6,17.3
Harry Lord,not_HOF,972,4141,14,506,294,206,0.277,0.326,0.356,104,32.6,-6.2,17.3
Bobby Byrne,not_HOF,1283,5480,10,667,329,176,0.254,0.324,0.323,92,-43.2,23.7,17.3
Damion Easley,not_HOF,1706,6211,163,735,684,114,0.253,0.329,0.404,92,-64.2,29.3,17.3
Monte Cross,not_HOF,1682,6711,31,718,621,328,0.234,0.316,0.314,83,-126.9,66.4,17.3
Aubrey Huff,not_HOF,1681,6786,242,806,904,37,0.278,0.342,0.464,111,84.5,-138.9,17.3
Clay Dalrymple,not_HOF,1079,3532,55,243,327,3,0.233,0.322,0.335,84,-68.3,115.7,17.2
Chris Taylor,not_HOF,1123,3909,110,516,443,91,0.248,0.327,0.419,104,39.9,1.3,17.2
Milt May,not_HOF,1192,4075,77,313,443,4,0.263,0.318,0.371,91,-43.8,74.6,17.2
Steve Braun,not_HOF,1425,4295,52,466,388,45,0.271,0.371,0.367,113,59.1,-36.4,17.2
Chris Young,not_HOF,1465,5316,191,668,590,142,0.235,0.314,0.428,95,-2.3,-1.1,17.2
Larry Herndon,not_HOF,1537,5319,107,605,550,92,0.274,0.322,0.409,103,13.8,-20.2,17.2
Orlando Merced,not_HOF,1391,4532,103,564,585,57,0.277,0.355,0.426,107,38.9,-17.4,17.1
Cliff Johnson,not_HOF,1369,4603,196,539,699,9,0.258,0.355,0.459,126,134.4,-123.4,17.1
Dave Foutz,not_HOF,1135,4847,31,784,749,280,0.276,0.323,0.378,101,12.6,-8.7,17.1
Michael Cuddyer,not_HOF,1536,6102,197,809,794,75,0.277,0.344,0.461,112,84.3,-120.2,17.1
George McBride,not_HOF,1659,6235,7,516,447,133,0.218,0.281,0.264,68,-237.4,200,17.1
Joe Carter,not_HOF,2189,9154,396,1170,1445,231,0.259,0.306,0.464,102,30.6,-175.7,17.1
Jason Bartlett,not_HOF,892,3521,31,435,286,123,0.27,0.336,0.366,93,-2.5,54.7,17
Jeff King,not_HOF,1201,4812,154,600,709,75,0.256,0.324,0.425,98,-10.5,21.8,17
Charlie Comiskey,not_HOF,1390,6035,29,994,883,419,0.264,0.293,0.338,84,-114,48.5,17
Ron Hassey,not_HOF,1192,3906,71,348,438,14,0.266,0.34,0.382,101,4.7,29.7,16.9
Les Mann,not_HOF,1498,5201,44,677,503,129,0.282,0.332,0.398,108,56.6,-60.4,16.9
Claudell Washington,not_HOF,1912,7367,164,926,824,312,0.278,0.325,0.42,105,50.9,-132.6,16.9
Larry Parrish,not_HOF,1891,7451,256,850,992,30,0.263,0.318,0.439,105,40,-122.8,16.9
Richie Sexson,not_HOF,1367,5604,306,748,943,14,0.261,0.344,0.507,118,112.6,-130.3,16.8
Paul Radford,not_HOF,1361,5816,13,945,462,346,0.242,0.351,0.308,99,-5.2,-38.9,16.8
Billy Johnson,not_HOF,964,3659,61,419,487,13,0.271,0.346,0.391,102,6.9,33,16.7
Rance Mulliniks,not_HOF,1325,4089,73,445,435,15,0.272,0.354,0.407,109,42,-14.5,16.7
Austin Kearns,not_HOF,1125,4179,121,522,494,33,0.253,0.351,0.413,104,23.2,8.3,16.7
Cass Michaels,not_HOF,1288,5020,53,508,501,64,0.262,0.349,0.353,94,-38.9,36.3,16.7
Mike Kreevich,not_HOF,1241,5248,45,676,514,115,0.283,0.346,0.391,93,-51.6,29.4,16.7
David Eckstein,not_HOF,1311,5705,35,701,392,123,0.28,0.345,0.355,92,-49.7,28.6,16.7
Pinky Whitney,not_HOF,1539,6317,93,696,927,45,0.295,0.343,0.415,93,-51.6,13.8,16.7
Michael Doolin,not_HOF,1728,6598,15,513,554,173,0.23,0.279,0.306,72,-207.7,151.3,16.7
Al Lopez,not_HOF,1950,6607,51,613,652,46,0.261,0.326,0.337,85,-126.6,79.3,16.7
Larry Bowa,not_HOF,2247,9108,15,987,525,318,0.26,0.3,0.32,70,-291.9,156.6,16.7
Floyd Robinson,not_HOF,1011,3770,67,458,426,42,0.283,0.365,0.409,119,88.9,-39.3,16.6
Phil Bradley,not_HOF,1022,4255,78,565,376,155,0.286,0.369,0.421,120,104.6,-84.8,16.6
Bruce Campbell,not_HOF,1360,5369,106,759,766,53,0.29,0.367,0.455,108,47.5,-76.6,16.6
Johnny Temple,not_HOF,1420,6035,22,720,395,140,0.284,0.363,0.351,95,-24,-2.8,16.6
Taffy Wright,not_HOF,1029,3981,38,465,553,32,0.311,0.376,0.423,114,60.7,-39.9,16.5
Tony Armas,not_HOF,1432,5502,251,614,815,18,0.252,0.287,0.453,100,-4.8,-15.3,16.5
Arthur Irwin,not_HOF,1009,4190,5,552,396,93,0.241,0.299,0.305,89,-79.8,97,16.4
David Peralta,not_HOF,1232,4590,125,526,569,39,0.278,0.335,0.448,108,50.3,-40.7,16.4
Brook Jacoby,not_HOF,1311,5027,120,535,545,16,0.27,0.334,0.405,103,10.1,-14,16.4
Chief Wilson,not_HOF,1280,5041,59,520,571,98,0.269,0.311,0.391,103,14.3,-18.5,16.4
Jack Burdock,not_HOF,1187,5065,18,777,503,59,0.25,0.272,0.315,91,-74.3,66.1,16.4
George Miller,not_HOF,1317,5683,33,839,567,260,0.267,0.333,0.345,100,-9.5,-16.3,16.4
Charlie Grimm,not_HOF,2166,8745,79,908,1078,57,0.29,0.341,0.397,95,-61.5,-73.8,16.4
Alex Avila,not_HOF,1052,3638,105,352,397,8,0.233,0.348,0.393,104,-7.5,44.6,16.3
Wilson Ramos,not_HOF,990,3786,136,362,534,1,0.271,0.318,0.432,102,-20.2,58.3,16.3
Dick Green,not_HOF,1288,4462,80,427,422,26,0.24,0.303,0.347,87,-67.6,92.9,16.3
Johnny Grubb,not_HOF,1424,4823,99,553,475,27,0.278,0.366,0.413,121,111.1,-117.2,16.3
Jerry Grote,not_HOF,1421,4844,39,352,404,15,0.252,0.316,0.326,83,-101.8,93.3,16.3
Gary Redus,not_HOF,1159,4066,90,591,352,322,0.252,0.342,0.41,109,70.5,-48.6,16.2
Lee Tannehill,not_HOF,1090,4184,3,331,346,63,0.22,0.269,0.273,74,-129.9,155.4,16.2
Willard Marshall,not_HOF,1246,4735,130,583,604,14,0.274,0.347,0.423,108,46.9,-41.5,16.2
Muddy Ruel,not_HOF,1468,5292,4,494,534,61,0.275,0.365,0.332,89,-93.3,63.4,16.2
Jose Vidro,not_HOF,1418,5708,128,720,654,23,0.298,0.359,0.445,108,50.6,-71.6,16.2
Max Flack,not_HOF,1411,5905,35,783,391,200,0.278,0.342,0.366,103,12.8,-58.7,16.2
George Cutshaw,not_HOF,1516,6213,25,629,653,271,0.265,0.305,0.344,86,-92.5,42.3,16.2
Bill Virdon,not_HOF,1583,6522,91,735,502,47,0.267,0.316,0.379,89,-95.3,44.1,16.2
Heinie Wagner,not_HOF,983,3771,10,402,343,144,0.25,0.319,0.326,97,-7.2,31.9,16.1
Paul Lo Duca,not_HOF,1082,4302,80,483,481,20,0.286,0.337,0.409,97,-51.2,73.2,16.1
Matt Joyce,not_HOF,1400,4355,149,537,503,35,0.242,0.342,0.425,112,68,-56.7,16
Roy Johnson,not_HOF,1155,4886,58,717,556,135,0.296,0.369,0.437,107,32.2,-48.7,16
Jay Johnstone,not_HOF,1748,5229,102,578,531,50,0.267,0.329,0.394,102,4.2,-12.1,16
Frank Malzone,not_HOF,1441,5868,133,647,728,14,0.274,0.315,0.399,89,-77,59.8,16
Emmett Seery,not_HOF,916,4051,27,695,300,240,0.252,0.345,0.356,107,48.1,-40.6,15.9
Milt Thompson,not_HOF,1359,4155,47,491,357,214,0.274,0.335,0.372,95,-12.9,29.7,15.9
Jim Davenport,not_HOF,1501,4981,77,552,456,16,0.258,0.318,0.367,91,-54.1,39.9,15.9
Gene DeMontreville,not_HOF,922,3932,17,537,497,228,0.303,0.34,0.373,96,-4,32.2,15.8
Duff Cooley,not_HOF,1316,5843,26,847,557,224,0.294,0.341,0.38,101,5.8,-58.9,15.8
Bob Ferguson,not_HOF,824,3596,1,544,356,15,0.265,0.291,0.313,97,-31.2,60.9,15.7
Mike Macfarlane,not_HOF,1164,4047,129,458,514,12,0.252,0.322,0.43,99,-13.3,32.9,15.7
Odell Hale,not_HOF,1062,4122,73,551,573,57,0.289,0.352,0.441,100,-13.1,24.4,15.7
Scott Brosius,not_HOF,1146,4356,141,544,531,57,0.257,0.323,0.422,94,-33.8,42.4,15.7
Grady Hatton,not_HOF,1312,4912,91,562,533,42,0.254,0.354,0.374,98,-5,-1.6,15.7
Charlie Hemphill,not_HOF,1242,5093,22,580,421,207,0.271,0.337,0.341,106,29.9,-63,15.7
Kevin Bass,not_HOF,1571,5291,118,609,611,151,0.27,0.323,0.411,105,28.4,-49.8,15.7
Bill Gleason,not_HOF,798,3624,7,613,298,70,0.267,0.313,0.327,99,-17.2,50.1,15.6
Freddy Sanchez,not_HOF,904,3686,48,434,371,13,0.297,0.335,0.413,97,-10.2,48.7,15.6
Leon Durham,not_HOF,1067,4067,147,522,530,106,0.277,0.356,0.475,121,95.7,-80.6,15.6
Connie Ryan,not_HOF,1184,4595,56,535,381,69,0.248,0.337,0.357,92,-36.1,40.3,15.6
Steve Buechele,not_HOF,1334,4790,137,501,547,17,0.245,0.316,0.394,94,-44.3,36.9,15.6
Ira Flagstead,not_HOF,1218,4791,40,644,450,71,0.29,0.37,0.407,103,1.4,-24.6,15.6
Eduardo Escobar,not_HOF,1364,5121,164,593,636,23,0.253,0.305,0.43,95,-29,10.8,15.6
George Case,not_HOF,1226,5515,21,785,377,349,0.282,0.341,0.358,94,-22,-22.1,15.6
Carlos Baerga,not_HOF,1630,5895,134,731,774,59,0.291,0.332,0.423,99,-13,-28,15.6
Matt Wieters,not_HOF,1167,4428,146,440,550,9,0.249,0.313,0.409,92,-76.8,75.7,15.5
Bucky Dent,not_HOF,1392,5026,40,451,423,17,0.247,0.297,0.321,75,-154.4,141.9,15.5
Hoot Evers,not_HOF,1142,4310,98,556,565,45,0.278,0.353,0.426,106,27.6,-18.9,15.4
Taylor Douthit,not_HOF,1074,4727,29,665,396,67,0.291,0.364,0.384,97,-14.2,12.2,15.4
Hank Majeski,not_HOF,1069,3790,57,404,501,10,0.279,0.342,0.398,99,-8.5,33.6,15.3
Gregg Zaun,not_HOF,1232,4042,88,437,446,23,0.252,0.344,0.388,92,-56,74.2,15.3
Eddie Bressoud,not_HOF,1186,4106,94,443,365,9,0.252,0.319,0.401,94,-34.1,53,15.3
Frank Isbell,not_HOF,1119,4652,13,501,455,253,0.25,0.289,0.326,92,-29.1,15.3,15.3
Johnny Edwards,not_HOF,1470,5132,81,430,524,15,0.242,0.311,0.353,82,-114,83.9,15.3
Granny Hamner,not_HOF,1528,6291,104,711,708,35,0.262,0.303,0.383,82,-136.8,88,15.3
Heinie Peitz,not_HOF,1234,4635,16,532,560,91,0.271,0.342,0.361,94,-61.7,47.5,15.2
Hector Lopez,not_HOF,1450,5177,136,623,591,16,0.269,0.33,0.415,103,13.9,-24.5,15.2
Mike Moustakas,not_HOF,1427,5577,215,595,683,21,0.247,0.307,0.431,96,-46.5,9.2,15.2
Sean Casey,not_HOF,1405,5644,130,690,735,18,0.302,0.367,0.447,109,46.5,-75.8,15.2
Nick Punto,not_HOF,1163,3734,19,421,263,104,0.245,0.323,0.323,77,-80,104.4,15.1
Wil Myers,not_HOF,1100,4290,156,533,533,107,0.252,0.326,0.437,107,55.4,-48,15.1
Bill Phillips,not_HOF,1038,4458,17,562,534,39,0.266,0.299,0.374,106,25.6,-26.8,15.1
Phil Nevin,not_HOF,1217,4703,208,584,743,18,0.27,0.343,0.472,112,72.2,-70.6,15.1
Juan Samuel,not_HOF,1720,6664,161,873,703,396,0.259,0.315,0.42,100,24.7,-102,15.1
Manny Mota,not_HOF,1536,4227,31,496,438,50,0.304,0.355,0.389,112,54,-60.3,15
Walt Wilmot,not_HOF,960,4360,58,725,594,381,0.276,0.337,0.404,100,36.2,-35.9,15
Wally Post,not_HOF,1204,4397,210,594,699,19,0.266,0.323,0.485,110,53,-42.5,15
Jody Reed,not_HOF,1284,5248,27,566,392,40,0.27,0.349,0.35,94,-53.5,24.9,15
Pete Fox,not_HOF,1461,6168,65,895,694,158,0.298,0.347,0.415,97,-31,-42.2,15
Glenn Hubbard,not_HOF,1354,5122,70,545,448,35,0.244,0.328,0.349,85,-94.3,71.2,14.9
Frank Bolling,not_HOF,1540,6189,106,692,556,40,0.254,0.313,0.366,86,-102.8,51.8,14.9
Gene Moore Jr.,not_HOF,1042,3913,58,497,436,31,0.27,0.333,0.4,105,23.4,-0.2,14.8
Mark Canha,not_HOF,1095,4128,121,523,465,50,0.248,0.346,0.409,113,69.2,-64,14.8
Frank Snyder,not_HOF,1392,4619,47,331,525,37,0.265,0.313,0.36,89,-65.9,54,14.8
Hank Severeid,not_HOF,1390,4787,17,408,539,35,0.289,0.342,0.367,91,-59.7,40.2,14.8
Stephen Drew,not_HOF,1268,4917,123,565,524,41,0.252,0.318,0.423,92,-47.7,34.3,14.8
Walt Weiss,not_HOF,1495,5516,25,623,386,96,0.258,0.351,0.326,81,-124.9,91.9,14.8
Melky Cabrera,not_HOF,1887,7527,144,895,854,101,0.285,0.334,0.417,101,0,-106.3,14.8
Tim Teufel,not_HOF,1073,3563,86,415,379,23,0.254,0.336,0.404,106,22.8,3.5,14.7
Jose Oquendo,not_HOF,1190,3737,14,339,254,35,0.256,0.346,0.317,88,-61.4,82.2,14.7
Danny O'Connell,not_HOF,1143,4596,39,527,320,48,0.26,0.333,0.351,87,-70.3,76,14.7
Hobe Ferris,not_HOF,1287,5111,40,473,550,89,0.239,0.265,0.341,83,-104.6,78.4,14.7
Vic Power,not_HOF,1627,6461,126,765,658,45,0.284,0.315,0.411,94,-47.4,-1.8,14.7
Cameron Maybin,not_HOF,1162,4251,72,556,354,187,0.254,0.323,0.374,93,0.4,5.3,14.6
Hal Morris,not_HOF,1246,4443,76,535,513,45,0.304,0.361,0.433,111,57.1,-58.6,14.6
Chuck Hinton,not_HOF,1353,4455,113,518,443,130,0.264,0.332,0.412,108,53.3,-41.4,14.6
Rey Sanchez,not_HOF,1490,5246,15,549,389,55,0.272,0.308,0.334,66,-229.1,197,14.6
Jermaine Dye,not_HOF,1763,7214,325,984,1072,46,0.274,0.338,0.488,110,64.8,-162,14.6
Cesar Geronimo,not_HOF,1522,4229,51,460,392,82,0.258,0.325,0.368,91,-42.9,46.5,14.5
Brandon Inge,not_HOF,1532,5617,152,563,648,45,0.233,0.301,0.384,81,-135,89.2,14.5
Gus Zernial,not_HOF,1234,4561,237,572,776,15,0.265,0.329,0.486,113,74.7,-82.8,14.4
Cesar Hernandez,not_HOF,1186,4797,71,590,369,91,0.267,0.341,0.375,96,-16.2,0.4,14.4
Rube Oldring,not_HOF,1239,5096,27,616,471,197,0.27,0.307,0.364,101,12.9,-45.6,14.4
Josh Harrison,not_HOF,1209,4347,73,500,388,91,0.27,0.316,0.396,95,-16.3,14,14.3
Rob Deer,not_HOF,1155,4513,230,578,600,43,0.22,0.324,0.442,110,48.3,-57.9,14.3
Dan Wilson,not_HOF,1299,4616,88,441,519,23,0.262,0.309,0.382,80,-128.6,112.5,14.3
Carson Bigbee,not_HOF,1147,4666,17,629,324,182,0.287,0.345,0.369,98,-6.6,-13.1,14.3
James Casey,not_HOF,1114,4805,9,584,354,191,0.258,0.31,0.32,87,-72,38.4,14.3
Tito Francona,not_HOF,1719,5776,125,650,656,46,0.272,0.343,0.403,106,47.6,-86.9,14.3
Dave Hollins,not_HOF,983,3911,112,578,482,47,0.26,0.358,0.42,110,39.5,-35.9,14.2
Lee Mazzilli,not_HOF,1475,4831,93,571,460,197,0.259,0.359,0.385,112,73.4,-96.5,14.2
Darryl Hamilton,not_HOF,1328,5177,51,707,454,163,0.291,0.36,0.385,98,-11.5,-16.4,14.2
Felix Millan,not_HOF,1480,6325,22,699,403,67,0.279,0.322,0.343,87,-92.4,16.8,14.2
Julio Cruz,not_HOF,1156,4438,23,557,279,343,0.237,0.321,0.299,75,-94,88.4,14.1
Wayne Gross,not_HOF,1106,3680,121,373,396,24,0.233,0.337,0.395,107,26.8,-12.9,14
Seth Smith,not_HOF,1249,4084,126,525,458,22,0.261,0.344,0.446,112,55.2,-52.1,14
Aaron Ward,not_HOF,1059,4127,50,457,447,36,0.268,0.335,0.383,88,-77.5,70,13.9
Jackie Bradley Jr.,not_HOF,1182,4192,109,514,449,69,0.225,0.303,0.381,82,-79.5,77.5,13.9
Julio Lugo,not_HOF,1352,5338,80,688,475,198,0.269,0.333,0.384,88,-64.8,27,13.9
Jose Offerman,not_HOF,1651,6582,57,840,537,172,0.273,0.36,0.373,97,-28.1,-56.4,13.9
Ruben Sierra,not_HOF,2186,8782,306,1084,1322,142,0.268,0.315,0.45,101,12.9,-177.2,13.9
Elmer Smith,not_HOF,1012,3629,70,469,541,54,0.276,0.344,0.437,110,46.8,-37.8,13.8
Nate Colbert,not_HOF,1004,3863,173,481,520,52,0.243,0.322,0.451,116,72.3,-73.6,13.8
Rick Miller,not_HOF,1482,4440,28,552,369,78,0.269,0.346,0.35,95,-34,24.3,13.8
Fred Schulte,not_HOF,1179,4807,47,686,593,56,0.291,0.362,0.408,99,-26.2,-11.7,13.8
Dick Schofield,not_HOF,1368,4928,56,505,353,120,0.23,0.308,0.316,76,-135.6,109.3,13.8
Kole Calhoun,not_HOF,1239,4988,179,636,582,34,0.242,0.315,0.417,101,4,-38,13.8
Jack Smith,not_HOF,1406,5026,40,783,382,228,0.287,0.339,0.385,101,20.3,-55.7,13.8
Ray Knight,not_HOF,1495,5291,84,490,595,14,0.271,0.321,0.39,98,-18.9,-21,13.8
Dave Collins,not_HOF,1701,5507,32,667,373,395,0.272,0.338,0.351,95,-6.8,-38.5,13.8
Hubie Brooks,not_HOF,1645,6476,149,656,824,64,0.269,0.315,0.403,99,-19.1,-62.5,13.8
Ryan Ludwick,not_HOF,1065,3986,154,454,587,17,0.26,0.33,0.451,110,49.2,-36.8,13.7
Paul Schaal,not_HOF,1128,4149,57,436,323,43,0.244,0.341,0.344,102,5.5,-4,13.7
Bill Sweeney,not_HOF,1039,4253,11,442,389,172,0.272,0.349,0.344,99,4.3,-15.8,13.7
Todd Hundley,not_HOF,1225,4305,202,495,599,14,0.234,0.32,0.443,99,-6.4,10.9,13.7
Jackie Brandt,not_HOF,1221,4318,112,540,485,45,0.262,0.323,0.412,103,13.5,-7.8,13.7
Rennie Stennett,not_HOF,1237,4810,41,500,432,75,0.274,0.306,0.359,84,-89.7,66.9,13.7
Jerry Hairston Jr.,not_HOF,1442,4967,70,580,420,147,0.257,0.324,0.368,87,-72.2,45.6,13.7
Bucky Harris,not_HOF,1263,5556,9,722,506,167,0.274,0.352,0.354,90,-85.6,20.5,13.7
Irv Noren,not_HOF,1093,3507,65,443,453,34,0.275,0.348,0.41,105,20,-0.7,13.6
Joe Stripp,not_HOF,1146,4629,24,575,464,50,0.294,0.34,0.384,95,-23.4,9.2,13.6
Leon Wagner,not_HOF,1352,4950,211,636,669,54,0.272,0.34,0.455,120,117.6,-137.9,13.6
Ted Sizemore,not_HOF,1411,5648,23,577,430,59,0.262,0.325,0.321,81,-126.8,73.7,13.6
Rich Rollins,not_HOF,1002,3675,77,419,399,17,0.269,0.328,0.388,99,-0.9,24.4,13.5
Rick Reichardt,not_HOF,997,3685,116,391,445,40,0.261,0.326,0.414,115,53.1,-37,13.5
Gary Matthews Jr.,not_HOF,1281,4617,108,612,484,95,0.257,0.332,0.405,93,-27.4,7.9,13.5
Zoilo Versalles,not_HOF,1400,5578,95,650,471,97,0.242,0.29,0.367,82,-113,78.7,13.5
Ping Bodie,not_HOF,1050,4160,43,393,516,83,0.275,0.335,0.396,108,24.9,-42.7,13.4
Harry Rice,not_HOF,1034,4247,48,620,506,59,0.299,0.368,0.421,104,7.6,-25.2,13.4
David Bell,not_HOF,1403,5380,123,587,589,19,0.257,0.32,0.396,86,-111.2,66.7,13.4
Brian McRae,not_HOF,1354,5737,103,734,532,196,0.261,0.331,0.396,94,-39.7,-6.8,13.4
Sid Bream,not_HOF,1088,3531,90,351,455,50,0.264,0.336,0.42,107,21.9,-8.2,13.3
Ron Northey,not_HOF,1084,3567,108,385,513,7,0.276,0.352,0.45,120,88.5,-73.7,13.3
Cody Ross,not_HOF,1073,3806,132,449,508,33,0.262,0.322,0.445,103,23.6,-13.8,13.3
Mitch Webster,not_HOF,1265,3851,70,504,342,160,0.263,0.33,0.401,102,10.9,-6.9,13.3
John Hummel,not_HOF,1161,4377,29,421,394,117,0.254,0.316,0.352,100,-0.5,-20.2,13.3
Sandy Alomar Jr.,not_HOF,1377,4865,112,520,588,25,0.273,0.309,0.406,84,-109.1,78.5,13.3
Jack Graney,not_HOF,1400,5576,18,706,420,148,0.25,0.354,0.342,103,6.1,-69.4,13.3
Alcides Escobar,not_HOF,1554,6182,45,670,478,178,0.258,0.295,0.345,72,-168.4,91.6,13.3
Everett Scott,not_HOF,1654,6373,20,552,551,69,0.249,0.281,0.315,66,-292.8,196.5,13.3
Chet Laabs,not_HOF,950,3538,117,467,509,32,0.262,0.346,0.452,111,42,-41.8,13.2
Mike Easler,not_HOF,1151,4061,118,465,522,20,0.293,0.349,0.454,119,81.1,-87.5,13.2
Hideki Matsui,not_HOF,1236,5066,175,656,760,13,0.282,0.36,0.462,119,118.9,-158.5,13.2
Aurelio Rodriguez,not_HOF,2017,7082,124,612,648,35,0.237,0.275,0.351,73,-218,130,13.2
Mark Whiten,not_HOF,940,3523,105,465,423,78,0.259,0.341,0.415,102,7.6,6.5,13.1
Don Demeter,not_HOF,1109,3730,163,467,563,22,0.265,0.307,0.459,107,25.3,-20,13.1
